iter	Passed	Remaining
860	206329	272949
861	206514	272637
862	206692	272317
863	206887	272018
864	207087	271727
865	207314	271472
866	207506	271170
867	207739	270922
868	207923	270611
869	208133	270333
870	208336	270047
871	208536	269757
872	208708	269431
873	208895	269125
874	209085	268823
875	209284	268534
876	209567	268352
877	209769	268065
878	209993	267807
879	210190	267515
880	210386	267222
881	210627	266986
882	210809	266675
883	211008	266385
884	211187	266073
885	211387	265785
886	211598	265512
887	211898	265350
888	212144	265121
889	212334	264821
890	212527	264526
891	212725	264237
892	212931	263958
893	213129	263670
894	213308	263358
895	213507	263072
896	213695	262771
897	213898	262489
898	214138	262254
899	214392	262034
900	214595	261754
901	214815	261494
902	215004	261196
903	215196	260902
904	215385	260604
905	215621	260364
906	215802	260058
907	215994	259763
908	216230	259524
909	216462	259279
910	216714	259058
911	216916	258777
912	217102	258477
913	217298	258190
914	217497	257907
915	217717	257648
916	217925	257375
